Name,UserName,Timestamp,Verified,Tweets,Comments,Retweets,Likes,Impressions,Tags,Tweet Link,Tweet ID,Disaster
Asha Fassbender,@FassbenderENG,2024-02-29T10:40:13.000Z,FALSE,"Australian Bushfire Emergency: Evacuations as Blaze Threatens Towns | Australia News | N18S #NaturalDisaster #NaturalDisaster #EmergencyPreparedness #Fire #Floods [Video] Evacuation warnings issued as a bushfire in Victoria, Australia, threaten rural…",0,0,0,18,"['#NaturalDisaster', '#NaturalDisaster', '#EmergencyPreparedness', '#Fire', '#Floods']",https://twitter.com/FassbenderENG/status/1763152186400485464,1.76315E+18,Floods
antonio vecoli,@tonyveco,2024-02-27T20:29:18.000Z,FALSE,"The arrival of #storm #Dorothea over #Italy is bringing heavy #snow on the #Alps, while strong #rains are causing #landslides and local #floods in western &northern regions. Here the latest 12hrs evolution seen by #MSG #weather #winter #maltempo  ",2,17,59,15000,"['#storm', '#Dorothea', '#Italy', '#snow', '#Alps', '#rains', '#landslides', '#floods', '#MSG', '#weather', '#winter', '#maltempo']",https://twitter.com/tonyveco/status/1762575656162885895,1.76258E+18,Floods
Drishti IAS English,@drishtiiaseng,2024-03-01T09:30:18.000Z,TRUE,"z#DrishtiIASExclusive now comes with a #quiz for #Prelims2024Today's Quiz is based on the Exclusive posted on 28 February 2024

Check the link: https://twitter.com/1058703612279324672/status/1762772199897801190…#Agriculture #Drought  #UPSC2024 #UPSCNews #CurrentAffairs #UPSC #IAS #DrishtiIASEnglish #DrishtiIAS",1,1,3,681,"['#quiz', '#Prelims2024', '#Agriculture', '#Drought', '#UPSC2024', '#UPSCNews', '#CurrentAffairs', '#UPSC', '#IAS', '#DrishtiIASEnglish', '#DrishtiIAS']",https://twitter.com/drishtiiaseng/status/1763496976539132094,1.7635E+18,Drought
Dr.YasirAhmad,@DrYasirahmad,2024-03-04T06:26:36.000Z,FALSE,Breaking News Earthquake 5.4#earthquakes #earthquake #ALLAHHUAKBAR #Allah #Kyrgyzstan,0,0,0,68,"['#earthquakes', '#earthquake', '#ALLAHHUAKBAR', '#Allah', '#Kyrgyzstan']",https://twitter.com/DrYasirahmad/status/1764537910441701815,1.76454E+18,Earthquake
Downward-facingKitty,@as_promised,2024-02-28T03:10:47.000Z,FALSE,How #inflationworks...#drought #foodprices,0,0,0,8,"['#inflation', '#drought', '#foodprices']",https://twitter.com/as_promised/status/1762676693482066181,1.76268E+18,Drought
MirelaMonte,@MirelaMonte,2024-03-03T20:48:51.000Z,TRUE,"Start painting your roofs blue asap!

The same green laser surveying preceded the Maui fires, the Chile fires and the Texas Fires.#MauiFires #ChileFires 

Upcoming #FloridaFires?#DEW #DEWs #BlueRoofs #Wildfires ",0,2,3,291,"['#MauiFires', '#ChileFires', '#FloridaFires', '#DEW', '#DEWs', '#BlueRoofs', '#Wildfires', '', '', '']",https://twitter.com/MirelaMonte/status/1764392518106419353,1.76439E+18,Wildfire
Karen Messier Ⓥ,@KarenMessier,2024-02-27T22:22:43.000Z,FALSE,"It’s 14 degrees Celsius here in #Montreal. Though it makes for a rare and enjoyable February day, it feels wrong. We may well gain weather improvements here, while others around the globe suffer and die from #drought #wildfires #floods #ExtremeWeather",4,1,10,348,"['#Montreal', '#drought', '#wildfires', '#floods', '#ExtremeWeather']",https://twitter.com/KarenMessier/status/1762604199609532485,1.7626E+18,Drought
Kashinath Vajpai,@knvajpai,2024-02-26T12:42:53.000Z,TRUE,"-Average #Malawians faced 56% floods, 21% Epidemics, and 11% droughts (1980-2020) . 
-Reports +presentations => #Resilience building in #flood, #drought #cyclones. 
-In Field, => single pit as #improved toilets (see photo).   ",0,1,3,109,"['#Malawians', '#Resilience', '#flood', '#drought', '#cyclones', '#improved']",https://twitter.com/knvajpai/status/1762095892310430187,1.7621E+18,Drought
AllQuakes - EMSC,@EMSC,2024-03-04T07:19:50.000Z,FALSE,#Earthquake (#sismo) M4.8 strikes 46 km NE of Santiago Pinotepa Nacional (#Mexico) 1hr 28min ago. More info:,0,1,1,656,"['#Earthquake', '#sismo', '#Mexico']",https://twitter.com/EMSC/status/1764551307333922865,1.76455E+18,Earthquake
firehorse23,@firehorse249791,2024-02-26T13:00:26.000Z,FALSE,Amazon's growing fire crisis: a deep dive into the rainforest's struggle https://ehn.org/amazon-s-growing-fire-crisis-a-deep-dive-into-the-rainforest-s-struggle-2667361985.html… #ClimateChange #ClimateEmergency #ClimateActionNow #GlobalBoiling #SevereWeather #Heatwave #Drought #Wildfire #Amazonia #Amazon #Rainforest #Brazil #EcoSystem,0,0,1,50,"['#ClimateChange', '#ClimateEmergency', '#ClimateActionNow', '#GlobalBoiling', '#SevereWeather', '#Heatwave', '#Drought', '#Wildfire', '#Amazonia', '#Amazon', '#Rainforest', '#Brazil', '#EcoSystem']",https://twitter.com/firehorse249791/status/1762100310019862777,1.7621E+18,Drought
Rose Ann Witt,@RAWitt2,2024-02-23T17:50:59.000Z,FALSE,"The #Biden administration has given its approval to a[nother #LNG pipeline] project that would “lock us into decades of #FossilFuel development & burning overseas.”https://insideclimatenews.org/news/20122023/west-texans-rally-against-cross-border-pipeline/…#GasKills #drought + #gas #explosion = #fire, #health #emergency & #ClimateCrisis #NoLNG",0,0,1,58,"['#Biden', '#LNG', '#FossilFuel', '#GasKills', '#drought', '#gas', '#explosion', '#fire', '#health', '#emergency', '#ClimateCrisis', '#NoLNG']",https://twitter.com/RAWitt2/status/1761086263065751859,1.76109E+18,Drought
My Earthquake Alerts,@myearthquakeapp,2024-03-04T06:04:20.000Z,FALSE,"4.7 earthquake occurred 54km al SUROESTE de  PINOTEPA NACIONAL, OAX at 05:51 UTC! #earthquake",0,1,1,109,['#earthquake'],https://twitter.com/myearthquakeapp/status/1764532309359804421,1.76453E+18,Earthquake
David Forrest,@NewsForrest,2024-02-28T15:12:26.000Z,FALSE,"The #SmokehouseCreek Fire, the largest of the five #wildfires burning in and around the #Texas Panhandle region, is now the second-largest wildfire in state history.#TxFire",1,3,6,825,"['#SmokehouseCreek', '#wildfires', '#Texas', '#TxFire']",https://twitter.com/NewsForrest/status/1762858302591869221,1.76286E+18,Wildfire
Blue Radio,@blueradioKe,2024-03-02T14:43:50.000Z,FALSE,Drought brought by El Nino has affected millions in Zambia. The country has experienced back-to-back hottest days affecting farming. The president's address noted that 84 out of 116 districts have been affected.#Climatechange  #Zambia  #drought #ClimateActionNow,0,3,3,68,"['#Climatechange', '#Zambia', '#drought', '#ClimateActionNow']",https://twitter.com/blueradioKe/status/1763938269736124481,1.76394E+18,Drought
Larry Neufeld-@larryneufeldsk@bsky.social,Larry Neufeld-@larryneufeldsk@bsky.social,2024-02-27T21:51:33.000Z,FALSE,BC Urged to 'Completely Change Its Approach to Firefighting' #wildfires #bcpoli,0,0,0,55,"['#wildfires', '#bcpoli']",https://twitter.com/LarryNeufeldSK/status/1762596355564769766,1.7626E+18,Wildfire
ZINWA,@zinwawater,2024-02-27T13:26:17.000Z,FALSE,#ForCommunities#ForDevelopmentThe #drought is real. We need to make the best out of the limited available #water. Let us get water abstraction agreements     ,0,0,4,292,"['#ForCommunities', '#ForDevelopment', '#drought', '#water']",https://twitter.com/zinwawater/status/1762469203926245494,1.76247E+18,Drought
BenJarmin Munguia,@JustJarmin,2024-02-26T01:26:59.000Z,TRUE,POWER PLAY GOAL!!!!#Hurricanes #Sabres #NHL,0,0,0,216,"['#Hurricanes', '#Sabres', '#NHL']",https://twitter.com/JustJarmin/status/1761925795214196854,1.76193E+18,Hurricanes
DISASTER TRACKER,@DisasterTrackHQ,2024-02-28T16:18:01.000Z,FALSE,"Flooding due to heavy rainfall in the port city of Béjaïa, Algeria  
| 28 February 2024 |#floods #flooding #Algeria #Béjaïa #Bejaia ",0,20,36,1300,"['#floods', '#flooding', '#Algeria', '#Béjaïa', '#Bejaia']",https://twitter.com/DisasterTrackHQ/status/1762874807559884863,1.76287E+18,Floods
Andrey,@Andrej78069591,2024-03-04T08:46:01.000Z,FALSE,"#Moment of #earthquake with magnitude 5.3 in #Almaty (#Kazakhstan, 4.03.2024). Watch now the International online forum. Global crisis. The Responsibility. International online forum ""Global crisis. There is a way out""",1,3,3,260,"['#Moment', '#earthquake', '#Almaty', '#Kazakhstan']",https://twitter.com/Andrej78069591/status/1764572998416072805,1.76457E+18,Earthquake
Dana M. Gray,@TxHorseracing,2024-03-03T23:24:45.000Z,FALSE,Lubbock man’s hat business is raising much needed funds for Texas Panhandle firefighters. #SmokehouseCreekFire #wildfires https://msn.com/en-us/lifestyle/lifestyle-buzz/lubbock-man-uses-his-hat-business-to-help-firefighters-in-the-panhandle-area/ar-BB1jcjb0…,0,0,2,280,"['#SmokehouseCreekFire', '#wildfires']",https://twitter.com/TxHorseracing/status/1764431749864473081,1.76443E+18,Wildfire
地震通知bot(β),@eq_info_pochi,2024-03-04T06:00:07.000Z,FALSE,"【気象庁 地震情報】
03月04日 14時53分ごろ、能登半島沖を震源とする、M2.8の地震がありました。

最大震度2を石川県で観測。

この地震による津波の心配はありません。https://jma.go.jp/bosai/map.html#contents=earthquake_map…#jishin #地震 #earthquake",0,0,2,317,"['#jishin', '#地震', '#earthquake']",https://twitter.com/eq_info_pochi/status/1764531248406630677,1.76453E+18,Earthquake
News18,@CNNnews18,2024-02-27T09:18:52.000Z,TRUE,"Heavy rainfall in southeastern Peru has triggered devastating floods, displacing thousands and creating an urgent need for aid. As the community bands together, there is hope for recovery amidst the chaos.#Peru #Floods #HeavyRainfall #Chaos #Peruvians #Aid",1,6,6,4300,"['#Peru', '#Floods', '#HeavyRainfall', '#Chaos', '#Peruvians', '#Aid']",https://twitter.com/CNNnews18/status/1762406935884923020,1.76241E+18,Floods
Caliber,@Caliberaz,2024-03-04T07:07:52.000Z,TRUE, Последствия землетрясения в бизнес-центре в Алматы#CaliberAz #news #video #politics #earthquake #Kazakhstan #caliber,0,3,5,638,"['#CaliberAz', '#news', '#video', '#politics', '#earthquake', '#Kazakhstan', '#caliber']",https://twitter.com/Caliberaz/status/1764548298336088090,1.76455E+18,Earthquake
RBClouston,@rbclouston,2024-03-02T22:30:06.000Z,TRUE,"US, China and Russia are advancing critical technologies to have a military edge in areas such as

- hypersonic weapons;
- directed energy weapons (#DEWs) - high-energy lasers and microwaves#SpaceForce #AI #5G #Cyberspace #satellites #wildfires #explosions #experiments #space",2,0,0,92,"['#DEWs', '#SpaceForce', '#AI', '#5G', '#Cyberspace', '#satellites', '#wildfires', '#explosions', '#experiments', '#space']",https://twitter.com/rbclouston/status/1764055607743586793,1.76406E+18,Wildfire
UN Land and Drought,@UNCCD,2024-03-01T06:55:00.000Z,TRUE," Women hold a unique link to land. Often faced with insecure land rights and limited resources, they still lead innovative solutions for land restoration. 

This month join us to honor + support women on the frontlines of #desertification and #drought. 

 #IWD2024 #HerLand",1,10,17,1100,"['#desertification', '#drought', '#IWD2024', '#HerLand']",https://twitter.com/UNCCD/status/1763457894727418157,1.76346E+18,Drought
My Earthquake Alerts,@myearthquakeapp,2024-03-04T06:13:52.000Z,FALSE,4.9 earthquake occurred near South Sandwich Islands region at 05:57 UTC! #earthquake,0,0,0,78,['#earthquake'],https://twitter.com/myearthquakeapp/status/1764534707767689511,1.76453E+18,Earthquake
rob jannetty,@robjannetty,2024-03-01T02:53:11.000Z,FALSE,#hurricanes 4 #bluejackets 2 final,0,0,0,10,"['#hurricanes', '#bluejackets']",https://twitter.com/robjannetty/status/1763397039281340617,1.7634E+18,Hurricanes
Humanity First International,@HFI1995,2024-03-03T07:03:34.000Z,FALSE,"Across South America in the last two months, #floods and #landslides in Bolivia and Ecuador, and #drought and #wildfires in Chile and Colombia are ongoing signs of the #ClimateCrisis",0,9,19,415,"['#floods', '#landslides', '#drought', '#wildfires', '#ClimateCrisis']",https://twitter.com/HFI1995/status/1764184829485039624,1.76418E+18,Drought
Kamil Mroczkowski,@KamilMroczk,2024-03-03T12:08:31.000Z,TRUE,#wildfire #Tornado #landslides #floods #earthquakes #disasters #FlashFlood#12000yearsCycle #Caturday #Liverpool #Ferrari,0,0,4,93,"['#wildfire', '#Tornado', '#landslides', '#floods', '#earthquakes', '#disasters', '#FlashFlood', '#12000yearsCycle', '#Caturday', '#Liverpool', '#Ferrari']",https://twitter.com/KamilMroczk/status/1764261570261999925,1.76426E+18,Floods
Claire Kraatz,@Claire_Kraatz,2024-02-25T00:41:58.000Z,FALSE,"A must-watch #RealTalkRJ interview, friends. #abpoli #ableg #water #drought",0,9,9,1100,"['#RealTalkRJ', '#abpoli', '#ableg', '#water', '#drought']",https://twitter.com/Claire_Kraatz/status/1761552078835499038,1.76155E+18,Drought
Global News Report,@robinsnewswire,2024-03-01T18:41:39.000Z,FALSE,"Dry, #Windy #Weather Could Spread Texas #Wildfires Through Panhandle and Oklahoma - The New York Times",0,0,0,30,"['#Windy', '#Weather', '#Wildfires']",https://twitter.com/robinsnewswire/status/1763635729710924018,1.76364E+18,Wildfire
Prabin Rokaya,@PrabinRokaya,2024-02-26T17:36:49.000Z,FALSE,"Our resource management group is looking for a Regional #Hydrologist to support #drought management. The deadline to apply is March 5, 2024.https://jobpostings.alberta.ca/job/Calgary%2C-Lethbridge-or-Edmonto-Regional-Hydrologist/578469417/#:~:text=The%20Regional%20Hydrologist%20is%20responsible,Responsibilities%20include%3A&text=Designing%2C%20maintaining%20and%20updating%20hydrologic,water%20management%20and%20planning%20requirements….",0,2,8,434,"['#Hydrologist', '#drought']",https://twitter.com/PrabinRokaya/status/1762169862716051890,1.76217E+18,Drought
Waqas Jawaid,@arainwaqas27,2024-02-27T20:59:35.000Z,FALSE,"Gwadar Paralyzed: Heavy Rainfall Submerges Coastal City, Calls for Urgent Aid Rise#Gwadar #HeavyRainfall #CoastalCity #EmergencyAid #Floods #NaturalDisasterRead more : https://bnnbreaking.com/weather/gwadar-paralyzed-heavy-rainfall-submerges-coastal-city-calls-for-urgent-aid-rise…",0,0,1,59,"['#Gwadar', '#HeavyRainfall', '#CoastalCity', '#EmergencyAid', '#Floods', '#NaturalDisaster']",https://twitter.com/arainwaqas27/status/1762583277074886816,1.76258E+18,Floods
Perry Fowler,@PLFTX,2024-03-01T14:25:34.000Z,TRUE,New data centers are springing up every week. Can the Earth sustain them? Via ⁦⁩ #txwater #azwater #drought #water #AI #priorities,0,0,0,55,"['#txwater', '#azwater', '#drought', '#water', '#AI', '#priorities']",https://twitter.com/PLFTX/status/1763571284867215767,1.76357E+18,Drought
Assem Mayar,@assemmayar1,2024-03-04T09:04:37.000Z,FALSE,"In addition to the available snow on the ground, forecasts have recently turned positive for the next few months. Hopefully, #Afghanistan will not experience a heatwave, which will melt the snow early, cause floods, and leave less water for the subsequent months.#Drought #Flood",1,3,14,429,"['#Afghanistan', '#Drought', '#Flood']",https://twitter.com/assemmayar1/status/1764577676944179270,1.76458E+18,Drought
Brandi Nicole,@vlogwithbrandi,2024-02-28T03:50:36.000Z,TRUE,"LIVE NOW!!!!

It's Been an Eventful Day!!!  Lets Have a Great Night!!!  #tornadoes #severeweather #KickStreaming #kickcommunity #tuesdayvibe https://kick.com/brandinicole",0,1,3,98,"['#tornadoes', '#severeweather', '#KickStreaming', '#kickcommunity', '#tuesdayvibe']",https://twitter.com/vlogwithbrandi/status/1762686716060516740,1.76269E+18,Tornadoes
Peter D Carter,@PCarterClimate,2024-03-02T00:43:43.000Z,FALSE,"TEXAS FIRE 2ND LARGEST US HISTORY-DROUGHT
Worst Texas fire  2nd largest  U.S. history Huge swath of Texas Panhandle. Two people & 1000s cattle have been killed. Long Drought location. Fossil fueled infernohttps://bbc.com/news/world-us-canada-68448385…  #WILDFIRE #climatechange #globalwarming #drought",0,8,12,812,"['#WILDFIRE', '#climatechange', '#globalwarming', '#drought']",https://twitter.com/PCarterClimate/status/1763726848213872908,1.76373E+18,Drought
Morag,@moragkatie,2024-03-03T17:21:53.000Z,FALSE,Back home and catching up on my other teams win….what a game! #HURvRED #Hurricanes,0,0,0,57,"['#HURvRED', '#Hurricanes']",https://twitter.com/moragkatie/status/1764340433017037084,1.76434E+18,Hurricanes
Texas Dairymen,@TXDairymen,2024-03-01T17:28:04.000Z,FALSE,Prayers for our cattle brethren. #Dairy farmers in the Panhandle are no strangers to the heartbreaking loss of livestock from natural weather disasters. Please consider helping our Texas neighbors affected by the #wildfires.,0,2,2,76,"['#Dairy', '#wildfires']",https://twitter.com/TXDairymen/status/1763617211590103323,1.76362E+18,Wildfire
OnBRM,@OnBRM,2024-02-29T20:08:37.000Z,FALSE,"Firefighting teams battled to control a lethal wildfire that has consumed over 1 million acres in Texas
 https://shorturl.at/isRW3 #Texas  #Wildfires  #Cattle  #ClimateCrisis  #panhandle #SmokehouseCreekFire",1,0,2,365,"['#Texas', '#Wildfires', '#Cattle', '#ClimateCrisis', '#panhandle', '#SmokehouseCreekFire']",https://twitter.com/OnBRM/status/1763295229593956473,1.7633E+18,Wildfire
Earthquake Alerts,@QuakeAlerts,2024-03-04T07:05:51.000Z,TRUE,"A magnitude 5 earthquake took place 144km SSW of Pagar Alam, Indonesia at 06:55 UTC (11 minutes ago). The depth was 43km and was reported by EMSC. #earthquake #earthquakes #Gempa #Indonesia",0,0,1,110,"['#earthquake', '#earthquakes', '#Gempa', '#Indonesia']",https://twitter.com/QuakeAlerts/status/1764547791173386704,1.76455E+18,Earthquake
Every Earthquake,@everyEarthquake,2024-03-04T07:23:06.000Z,TRUE,"USGS reports a M1.5 earthquake, 55 km S of Whites City, New Mexico on 3/4/24 @ 7:02:20 UTChttps://earthquake.usgs.gov/earthquakes/eventpage/tx2024elqq…#earthquake",0,0,0,171,['#earthquake'],https://twitter.com/everyEarthquake/status/1764552129916596612,1.76455E+18,Earthquake
Frontline,@frontline_india,2024-03-02T11:35:00.000Z,FALSE,"#Federalism | #Karnataka is also upset that the Centre has not responded promptly & favourably to its request for #drought relief. The State has been reeling under a severe drought, the worst in 122 years.

A. Narayana writes.",0,1,2,308,"['#Federalism', '#Karnataka', '#drought']",https://twitter.com/frontline_india/status/1763890747043168730,1.76389E+18,Drought
Vishnu Aravind A V,@VishnuAravindA3,2024-02-28T16:18:47.000Z,TRUE,#SaveSoil offers tangible solutions to some of the world’s most pressing problems.#GlobalWarming #SDGs #CarbonZero #FoodSafety #drought #floods          ,0,0,0,15,"['#SaveSoil', '#GlobalWarming', '#SDGs', '#CarbonZero', '#FoodSafety', '#drought', '#floods']",https://twitter.com/VishnuAravindA3/status/1762875002850861453,1.76288E+18,Floods
UNFPA Türkiye,@unfpaturkiye,2024-03-04T06:14:47.000Z,TRUE,"We are on the ground to support women and girls in the #earthquake area.

Our new supporter for our efforts in the participation of earthquake survivor women and girls in social life and employment in #Kahramanmaraş and #Malatya: .#WeWillHealTogether",0,0,0,158,"['#earthquake', '#Kahramanmaraş', '#Malatya', '#WeWillHealTogether']",https://twitter.com/unfpaturkiye/status/1764534936810172476,1.76453E+18,Earthquake
The New Indian Express,@NewIndianXpress,2024-03-02T10:55:00.000Z,TRUE,"#OPINION | Once a #farmer is struck by severe #drought, it takes three normal years for him to get back to normality. By that time, another calamity strikes, inflicting a pathetic situation on the farm sector, writes R S Deshpande.",0,1,1,440,"['#OPINION', '#farmer', '#drought']",https://twitter.com/NewIndianXpress/status/1763880682860806298,1.76388E+18,Drought
Frank Freeman,@fwfreeman103,2024-02-28T17:00:54.000Z,TRUE,Imagine being this desperate. #wildfires,0,2,1,119,['#wildfires'],https://twitter.com/fwfreeman103/status/1762885598694527355,1.76289E+18,Wildfire
Uncle Clyde,@MapongaClyde,2024-03-04T09:42:31.000Z,FALSE,"The untold stories of the El Nino induced drought. 

This is probably the most severe drought that i have seen.#foodsecurity #worldfoodsecurity#hunger #drought ",0,1,5,128,"['#foodsecurity', '#worldfoodsecurity', '#hunger', '#drought']",https://twitter.com/MapongaClyde/status/1764587216704032875,1.76459E+18,Drought
CA Earthquakes,@QuakesInCA,2024-03-04T08:42:04.000Z,FALSE,"1.8 magnitude #earthquake. 15 mi from Coalinga, CA, ##UnitedStates http://earthquaketrack.com/quakes/2024-03-04-08-38-48-utc-1-8-3…",0,0,0,417,"['#earthquake', '#UnitedStates']",https://twitter.com/QuakesInCA/status/1764572004194361677,1.76457E+18,Earthquake
Kamil Mroczkowski,@KamilMroczk,2024-02-25T21:12:33.000Z,TRUE,#MEDIA #news #LiveNews #worldNews #fire #firefighters #firesafety #climatecrisis #technical #wildfire #Tornado #landslides #floods #earthquakes #disasters #FlashFlood#12000yearsCycle,0,0,2,21,"['#MEDIA', '#news', '#LiveNews', '#worldNews', '#fire', '#firefighters', '#firesafety', '#climatecrisis', '#technical', '#wildfire', '#Tornado', '#landslides', '#floods', '#earthquakes', '#disasters', '#FlashFlood', '#12000yearsCycle']",https://twitter.com/KamilMroczk/status/1761861765745271293,1.76186E+18,Floods
TMC News Agency,@TMCNewsAgency,2024-02-28T21:43:00.000Z,FALSE,"A state of #emergency in 10 provinces in #Spain due to #floods, heavy #snow and #rain, and road closures#TMCNewsAgency",1,0,0,73,"['#emergency', '#Spain', '#floods', '#snow', '#rain', '#TMCNewsAgency']",https://twitter.com/TMCNewsAgency/status/1762956591463022877,1.76296E+18,Floods
NJ Weather News,@NJWxNews,2024-02-28T03:55:54.000Z,TRUE,"Interesting trend from 1990 to 2023. #Tornadoes in #NJ are trending upward, especially in the last few years. #njwx",1,0,5,1200,"['#Tornadoes', '#NJ', '#njwx']",https://twitter.com/NJWxNews/status/1762688046586007866,1.76269E+18,Tornadoes
Dr. Oula Amrouni د.عُلا العمروني,@OulaAmrouni,2024-02-27T21:13:32.000Z,FALSE,It will be a rainy days in Tunisia #Drought #Water,0,2,9,3100,"['#Drought', '#Water']",https://twitter.com/OulaAmrouni/status/1762586791205360007,1.76259E+18,Drought
Evelyne Vuillermoz®,@Ev_Vuillermoz,2024-03-01T17:31:11.000Z,FALSE,#ClimateChange #waterState of emergency declared in #Sicily due to #drought,0,0,0,48,"['#ClimateChange', '#water', '#Sicily', '#drought']",https://twitter.com/Ev_Vuillermoz/status/1763617997334196400,1.76362E+18,Drought
